#req	time (sec)	avg. time (sec)	mapping
379	1.138	1.583	OK
380	1.554	1.438	OK
381	2.895	1.569	OK
382	0.942	1.568	OK
383	2.812	1.682	OK
384	1.714	1.572	OK
385	1.003	1.572	OK
386	0.992	1.575	OK
387	4.862	1.896	OK
388	1.031	1.894	OK
389	2.837	2.064	OK
390	0.946	2.003	OK
391	1.461	1.860	OK
392	0.914	1.857	OK
393	0.952	1.671	OK
394	1.385	1.638	OK
395	0.969	1.635	OK
396	0.990	1.635	OK
397	0.911	1.240	OK
398	0.897	1.226	OK
399	0.955	1.038	OK

---- Final results ----
400 NS requests
0 failed requests
400 success requests
555.623 ellapsed time
